source language,target language,translation engine is,preferred engine
mrj,hr,Yandex,false
mrj,ht,Yandex,false
mrj,hu,Yandex,false
mrj,hy,Yandex,false
mrj,id,Yandex,false
mrj,is,Yandex,false
mrj,it,Yandex,false
mrj,ja,Yandex,false
mrj,jv,Yandex,false
mrj,ka,Yandex,false
mrj,kk,Yandex,false
mrj,km,Yandex,false
mrj,kn,Yandex,false
mrj,ko,Yandex,false
mrj,ky,Yandex,false
mrj,la,Yandex,false
mrj,lb,Yandex,false
mrj,lo,Yandex,false
mrj,lt,Yandex,false
mrj,lv,Yandex,false
mrj,mi,Yandex,false
mrj,mg,Yandex,false
mrj,mhr,Yandex,false
mrj,ml,Yandex,false
mrj,mk,Yandex,false
mrj,mn,Yandex,false
mrj,mr,Yandex,false
mrj,ms,Yandex,false
mrj,mt,Yandex,false
mrj,my,Yandex,false
mrj,nb,Yandex,false
mrj,ne,Yandex,false
mrj,nl,Yandex,false
mrj,pa,Yandex,false
mrj,pap,Yandex,false
mrj,pl,Yandex,false
mrj,pt,Yandex,false
mrj,ro,Yandex,false
mrj,ru,Yandex,false
mrj,sah,Yandex,false
mrj,sh,Yandex,false
mrj,si,Yandex,false
mrj,simple,Yandex,false
mrj,sk,Yandex,false
mrj,sl,Yandex,false
mrj,sq,Yandex,false
mrj,sr,Yandex,false
mrj,su,Yandex,false
mrj,sv,Yandex,false
mrj,sw,Yandex,false
mrj,ta,Yandex,false
mrj,te,Yandex,false
mrj,tg,Yandex,false
mrj,th,Yandex,false
mrj,tl,Yandex,false
mrj,tr,Yandex,false
mrj,tt,Yandex,false
mrj,udm,Yandex,false
mrj,uk,Yandex,false
mrj,ur,Yandex,false
mrj,uz,Yandex,false
mrj,vi,Yandex,false
mrj,wuu,Yandex,false
mrj,xh,Yandex,false
mrj,yi,Yandex,false
mrj,zh,Yandex,false
mr,af,Yandex,false
mr,am,Yandex,false
mr,ar,Yandex,false
mr,az,Yandex,false
mr,ba,Yandex,false
mr,be,Yandex,false
mr,be-tarask,Yandex,false
mr,bn,Yandex,false
mr,bg,Yandex,false
mr,bs,Yandex,false
mr,ca,Yandex,false
mr,ceb,Yandex,false
mr,cs,Yandex,false
mr,cv,Yandex,false
mr,cy,Yandex,false
mr,da,Yandex,false
mr,de,Yandex,false
mr,el,Yandex,false
mr,en,Yandex,false
mr,eo,Yandex,false
mr,es,Yandex,false
mr,et,Yandex,false
mr,eu,Yandex,false
mr,fa,Yandex,false
mr,fi,Yandex,false
mr,fr,Yandex,false
mr,ga,Yandex,false
mr,gd,Yandex,false
mr,gl,Yandex,false
mr,gu,Yandex,false
mr,he,Yandex,false
mr,hi,Yandex,false
mr,hr,Yandex,false
mr,ht,Yandex,false
mr,hu,Yandex,false
mr,hy,Yandex,false
mr,id,Yandex,false
mr,is,Yandex,false
mr,it,Yandex,false
mr,ja,Yandex,false
mr,jv,Yandex,false
mr,ka,Yandex,false
mr,kk,Yandex,false
mr,km,Yandex,false
mr,kn,Yandex,false
mr,ko,Yandex,false
mr,ky,Yandex,false
mr,la,Yandex,false
mr,lb,Yandex,false
mr,lo,Yandex,false
mr,lt,Yandex,false
mr,lv,Yandex,false
mr,mi,Yandex,false
mr,mg,Yandex,false
mr,mhr,Yandex,false
mr,ml,Yandex,false
mr,mk,Yandex,false
mr,mn,Yandex,false
mr,mrj,Yandex,false
mr,ms,Yandex,false
mr,mt,Yandex,false
mr,my,Yandex,false
mr,nb,Yandex,false
mr,ne,Yandex,false
mr,nl,Yandex,false
mr,pa,Yandex,false
mr,pap,Yandex,false
mr,pl,Yandex,false
mr,pt,Yandex,false
mr,ro,Yandex,false
mr,ru,Yandex,false
mr,sah,Yandex,false
mr,sh,Yandex,false
mr,si,Yandex,false
mr,simple,Yandex,false
mr,sk,Yandex,false
mr,sl,Yandex,false
mr,sq,Yandex,false
mr,sr,Yandex,false
mr,su,Yandex,false
mr,sv,Yandex,false
mr,sw,Yandex,false
mr,ta,Yandex,false
mr,te,Yandex,false
mr,tg,Yandex,false
mr,th,Yandex,false
mr,tl,Yandex,false
mr,tr,Yandex,false
mr,tt,Yandex,false
mr,udm,Yandex,false
mr,uk,Yandex,false
mr,ur,Yandex,false
mr,uz,Yandex,false
mr,vi,Yandex,false
mr,wuu,Yandex,false
mr,xh,Yandex,false
mr,yi,Yandex,false
mr,zh,Yandex,false
ms,af,Yandex,false
ms,am,Yandex,false
ms,ar,Yandex,false
ms,az,Yandex,false
ms,ba,Yandex,false
ms,be,Yandex,false
ms,be-tarask,Yandex,false
ms,bn,Yandex,false
ms,bg,Yandex,false
ms,bs,Yandex,false
ms,ca,Yandex,false
ms,ceb,Yandex,false
ms,cs,Yandex,false
ms,cv,Yandex,false
ms,cy,Yandex,false
ms,da,Yandex,false
ms,de,Yandex,false
ms,el,Yandex,false
ms,en,Yandex,false
ms,eo,Yandex,false
ms,es,Yandex,false
ms,et,Yandex,false
ms,eu,Yandex,false
ms,fa,Yandex,false
ms,fi,Yandex,false
ms,fr,Yandex,false
ms,ga,Yandex,false
ms,gd,Yandex,false
ms,gl,Yandex,false
ms,gu,Yandex,false
ms,he,Yandex,false
ms,hi,Yandex,false
ms,hr,Yandex,false
ms,ht,Yandex,false
ms,hu,Yandex,false
ms,hy,Yandex,false
ms,id,Yandex,false
ms,is,Yandex,false
ms,it,Yandex,false
ms,ja,Yandex,false
ms,jv,Yandex,false
ms,ka,Yandex,false
ms,kk,Yandex,false
ms,km,Yandex,false
ms,kn,Yandex,false
ms,ko,Yandex,false
ms,ky,Yandex,false
ms,la,Yandex,false
ms,lb,Yandex,false
ms,lo,Yandex,false
ms,lt,Yandex,false
ms,lv,Yandex,false
ms,mi,Yandex,false
ms,mg,Yandex,false
ms,mhr,Yandex,false
ms,ml,Yandex,false
ms,mk,Yandex,false
ms,mn,Yandex,false
ms,mrj,Yandex,false
ms,mr,Yandex,false
ms,mt,Yandex,false
ms,my,Yandex,false
ms,nb,Yandex,false
ms,ne,Yandex,false
ms,nl,Yandex,false
ms,pa,Yandex,false
ms,pap,Yandex,false
ms,pl,Yandex,false
ms,pt,Yandex,false
ms,ro,Yandex,false
ms,ru,Yandex,false
ms,sah,Yandex,false
ms,sh,Yandex,false
ms,si,Yandex,false
ms,simple,Yandex,false
ms,sk,Yandex,false
ms,sl,Yandex,false
ms,sq,Yandex,false
ms,sr,Yandex,false
ms,su,Yandex,false
ms,sv,Yandex,false
ms,sw,Yandex,false
ms,ta,Yandex,false
ms,te,Yandex,false
ms,tg,Yandex,false
ms,th,Yandex,false
ms,tl,Yandex,false
ms,tr,Yandex,false
ms,tt,Yandex,false
ms,udm,Yandex,false
ms,uk,Yandex,false
ms,ur,Yandex,false
ms,uz,Yandex,false
ms,vi,Yandex,false
ms,wuu,Yandex,false
ms,xh,Yandex,false
ms,yi,Yandex,false
ms,zh,Yandex,false
mt,af,Yandex,false
mt,am,Yandex,false
mt,ar,Yandex,false
mt,az,Yandex,false
mt,ba,Yandex,false
mt,be,Yandex,false
mt,be-tarask,Yandex,false
mt,bn,Yandex,false
mt,bg,Yandex,false
mt,bs,Yandex,false
mt,ca,Yandex,false
mt,ceb,Yandex,false
mt,cs,Yandex,false
mt,cv,Yandex,false
mt,cy,Yandex,false
mt,da,Yandex,false
mt,de,Yandex,false
mt,el,Yandex,false
mt,en,Yandex,false
mt,eo,Yandex,false
mt,es,Yandex,false
mt,et,Yandex,false
mt,eu,Yandex,false
mt,fa,Yandex,false
mt,fi,Yandex,false
mt,fr,Yandex,false
mt,ga,Yandex,false
mt,gd,Yandex,false
mt,gl,Yandex,false
mt,gu,Yandex,false
mt,he,Yandex,false
mt,hi,Yandex,false
mt,hr,Yandex,false
mt,ht,Yandex,false
mt,hu,Yandex,false
mt,hy,Yandex,false
mt,id,Yandex,false
mt,is,Yandex,false
mt,it,Yandex,false
mt,ja,Yandex,false
mt,jv,Yandex,false
mt,ka,Yandex,false
mt,kk,Yandex,false
mt,km,Yandex,false
mt,kn,Yandex,false
mt,ko,Yandex,false
mt,ky,Yandex,false
mt,la,Yandex,false
mt,lb,Yandex,false
mt,lo,Yandex,false
mt,lt,Yandex,false
mt,lv,Yandex,false
mt,mi,Yandex,false
mt,mg,Yandex,false
mt,mhr,Yandex,false
mt,ml,Yandex,false
mt,mk,Yandex,false
mt,mn,Yandex,false
mt,mrj,Yandex,false
mt,mr,Yandex,false
mt,ms,Yandex,false
mt,my,Yandex,false
mt,nb,Yandex,false
mt,ne,Yandex,false
mt,nl,Yandex,false
mt,pa,Yandex,false
mt,pap,Yandex,false
mt,pl,Yandex,false
mt,pt,Yandex,false
mt,ro,Yandex,false
mt,ru,Yandex,false
mt,sah,Yandex,false
mt,sh,Yandex,false
mt,si,Yandex,false
mt,simple,Yandex,false
mt,sk,Yandex,false
mt,sl,Yandex,false
mt,sq,Yandex,false
mt,sr,Yandex,false
mt,su,Yandex,false
mt,sv,Yandex,false
mt,sw,Yandex,false
mt,ta,Yandex,false
mt,te,Yandex,false
mt,tg,Yandex,false
mt,th,Yandex,false
mt,tl,Yandex,false
mt,tr,Yandex,false
mt,tt,Yandex,false
mt,udm,Yandex,false
mt,uk,Yandex,false
mt,ur,Yandex,false
mt,uz,Yandex,false
mt,vi,Yandex,false
mt,wuu,Yandex,false
mt,xh,Yandex,false
mt,yi,Yandex,false
mt,zh,Yandex,false
my,af,Yandex,false
my,am,Yandex,false
my,ar,Yandex,false
my,az,Yandex,false
my,ba,Yandex,false
my,be,Yandex,false
my,be-tarask,Yandex,false
my,bn,Yandex,false
my,bg,Yandex,false
my,bs,Yandex,false
my,ca,Yandex,false
my,ceb,Yandex,false
my,cs,Yandex,false
my,cv,Yandex,false
my,cy,Yandex,false
my,da,Yandex,false
my,de,Yandex,false
my,el,Yandex,false
my,en,Yandex,false
my,eo,Yandex,false
my,es,Yandex,false
my,et,Yandex,false
my,eu,Yandex,false
my,fa,Yandex,false
my,fi,Yandex,false
my,fr,Yandex,false
my,ga,Yandex,false
my,gd,Yandex,false
my,gl,Yandex,false
my,gu,Yandex,false
my,he,Yandex,false
my,hi,Yandex,false
my,hr,Yandex,false
my,ht,Yandex,false
my,hu,Yandex,false
my,hy,Yandex,false
my,id,Yandex,false
my,is,Yandex,false
my,it,Yandex,false
my,ja,Yandex,false
my,jv,Yandex,false
my,ka,Yandex,false
my,kk,Yandex,false
my,km,Yandex,false
my,kn,Yandex,false
my,ko,Yandex,false
my,ky,Yandex,false
my,la,Yandex,false
my,lb,Yandex,false
my,lo,Yandex,false
my,lt,Yandex,false
my,lv,Yandex,false
my,mi,Yandex,false
my,mg,Yandex,false
my,mhr,Yandex,false
my,ml,Yandex,false
my,mk,Yandex,false
my,mn,Yandex,false
my,mrj,Yandex,false
my,mr,Yandex,false
my,ms,Yandex,false
my,mt,Yandex,false
my,nb,Yandex,false
my,ne,Yandex,false
my,nl,Yandex,false
my,pa,Yandex,false
my,pap,Yandex,false
my,pl,Yandex,false
my,pt,Yandex,false
my,ro,Yandex,false
my,ru,Yandex,false
my,sah,Yandex,false
my,sh,Yandex,false
my,si,Yandex,false
my,simple,Yandex,false
my,sk,Yandex,false
my,sl,Yandex,false
my,sq,Yandex,false
my,sr,Yandex,false
my,su,Yandex,false
my,sv,Yandex,false
my,sw,Yandex,false
my,ta,Yandex,false
my,te,Yandex,false
my,tg,Yandex,false
my,th,Yandex,false
my,tl,Yandex,false
my,tr,Yandex,false
my,tt,Yandex,false
my,udm,Yandex,false
my,uk,Yandex,false
my,ur,Yandex,false
my,uz,Yandex,false
my,vi,Yandex,false
my,wuu,Yandex,false
my,xh,Yandex,false
my,yi,Yandex,false
my,zh,Yandex,false
nb,af,Yandex,false
nb,am,Yandex,false
nb,ar,Yandex,false
nb,az,Yandex,false
nb,ba,Yandex,false
nb,be,Yandex,false
nb,be-tarask,Yandex,false
nb,bn,Yandex,false
nb,bg,Yandex,false
nb,bs,Yandex,false
nb,ca,Yandex,false
nb,ceb,Yandex,false
nb,cs,Yandex,false
nb,cv,Yandex,false
nb,cy,Yandex,false
nb,da,Yandex,false
nb,de,Yandex,false
nb,el,Yandex,false
nb,en,Yandex,false
nb,eo,Yandex,false
nb,es,Yandex,false
nb,et,Yandex,false
nb,eu,Yandex,false
nb,fa,Yandex,false
nb,fi,Yandex,false
nb,fr,Yandex,false
nb,ga,Yandex,false
nb,gd,Yandex,false
nb,gl,Yandex,false
nb,gu,Yandex,false
nb,he,Yandex,false
nb,hi,Yandex,false
nb,hr,Yandex,false
nb,ht,Yandex,false
nb,hu,Yandex,false
nb,hy,Yandex,false
nb,id,Yandex,false
nb,is,Yandex,false
nb,it,Yandex,false
nb,ja,Yandex,false
nb,jv,Yandex,false
nb,ka,Yandex,false
nb,kk,Yandex,false
nb,km,Yandex,false
nb,kn,Yandex,false
nb,ko,Yandex,false
nb,ky,Yandex,false
nb,la,Yandex,false
nb,lb,Yandex,false
nb,lo,Yandex,false
nb,lt,Yandex,false
nb,lv,Yandex,false
nb,mi,Yandex,false
nb,mg,Yandex,false
nb,mhr,Yandex,false
nb,ml,Yandex,false
nb,mk,Yandex,false
nb,mn,Yandex,false
nb,mrj,Yandex,false
nb,mr,Yandex,false
nb,ms,Yandex,false
nb,mt,Yandex,false
nb,my,Yandex,false
nb,ne,Yandex,false
nb,nl,Yandex,false
nb,pa,Yandex,false
nb,pap,Yandex,false
nb,pl,Yandex,false
nb,pt,Yandex,false
nb,ro,Yandex,false
nb,ru,Yandex,false
nb,sah,Yandex,false
nb,sh,Yandex,false
nb,si,Yandex,false
nb,simple,Yandex,false
nb,sk,Yandex,false
nb,sl,Yandex,false
nb,sq,Yandex,false
nb,sr,Yandex,false
nb,su,Yandex,false
nb,sv,Yandex,false
nb,sw,Yandex,false
nb,ta,Yandex,false
nb,te,Yandex,false
nb,tg,Yandex,false
nb,th,Yandex,false
nb,tl,Yandex,false
nb,tr,Yandex,false
nb,tt,Yandex,false
nb,udm,Yandex,false
nb,uk,Yandex,false
nb,ur,Yandex,false
nb,uz,Yandex,false
nb,vi,Yandex,false
nb,wuu,Yandex,false
nb,xh,Yandex,false
nb,yi,Yandex,false
nb,zh,Yandex,false
ne,af,Yandex,false
ne,am,Yandex,false
ne,ar,Yandex,false
ne,az,Yandex,false
ne,ba,Yandex,false
ne,be,Yandex,false
ne,be-tarask,Yandex,false
ne,bn,Yandex,false
ne,bg,Yandex,false
ne,bs,Yandex,false
ne,ca,Yandex,false
ne,ceb,Yandex,false
ne,cs,Yandex,false
ne,cv,Yandex,false
ne,cy,Yandex,false
ne,da,Yandex,false
ne,de,Yandex,false
ne,el,Yandex,false
ne,en,Yandex,false
ne,eo,Yandex,false
ne,es,Yandex,false
ne,et,Yandex,false
ne,eu,Yandex,false
ne,fa,Yandex,false
ne,fi,Yandex,false
ne,fr,Yandex,false
ne,ga,Yandex,false
ne,gd,Yandex,false
ne,gl,Yandex,false
ne,gu,Yandex,false
ne,he,Yandex,false
ne,hi,Yandex,false
ne,hr,Yandex,false
ne,ht,Yandex,false
ne,hu,Yandex,false
ne,hy,Yandex,false
ne,id,Yandex,false
ne,is,Yandex,false
ne,it,Yandex,false
ne,ja,Yandex,false
ne,jv,Yandex,false
ne,ka,Yandex,false
ne,kk,Yandex,false
ne,km,Yandex,false
ne,kn,Yandex,false
ne,ko,Yandex,false
ne,ky,Yandex,false
ne,la,Yandex,false
ne,lb,Yandex,false
ne,lo,Yandex,false
ne,lt,Yandex,false
ne,lv,Yandex,false
ne,mi,Yandex,false
ne,mg,Yandex,false
ne,mhr,Yandex,false
ne,ml,Yandex,false
ne,mk,Yandex,false
ne,mn,Yandex,false
ne,mrj,Yandex,false
ne,mr,Yandex,false
ne,ms,Yandex,false
ne,mt,Yandex,false
ne,my,Yandex,false
ne,nb,Yandex,false
ne,nl,Yandex,false
ne,pa,Yandex,false
ne,pap,Yandex,false
ne,pl,Yandex,false
ne,pt,Yandex,false
ne,ro,Yandex,false
ne,ru,Yandex,false
ne,sah,Yandex,false
ne,sh,Yandex,false
ne,si,Yandex,false
ne,simple,Yandex,false
ne,sk,Yandex,false
ne,sl,Yandex,false
ne,sq,Yandex,false
ne,sr,Yandex,false
ne,su,Yandex,false
ne,sv,Yandex,false
ne,sw,Yandex,false
ne,ta,Yandex,false
ne,te,Yandex,false
ne,tg,Yandex,false
ne,th,Yandex,false
ne,tl,Yandex,false
ne,tr,Yandex,false
ne,tt,Yandex,false
ne,udm,Yandex,false
ne,uk,Yandex,false
ne,ur,Yandex,false
ne,uz,Yandex,false
ne,vi,Yandex,false
ne,wuu,Yandex,false
ne,xh,Yandex,false
ne,yi,Yandex,false
ne,zh,Yandex,false
nl,af,Yandex,false
nl,am,Yandex,false
nl,ar,Yandex,false
nl,az,Yandex,false
nl,ba,Yandex,false
nl,be,Yandex,false
nl,be-tarask,Yandex,false
nl,bn,Yandex,false
nl,bg,Yandex,false
nl,bs,Yandex,false
nl,ca,Yandex,false
nl,ceb,Yandex,false
nl,cs,Yandex,false
nl,cv,Yandex,false
nl,cy,Yandex,false
nl,da,Yandex,false
nl,de,Yandex,false
nl,el,Yandex,false
nl,en,Yandex,false
nl,eo,Yandex,false
nl,es,Yandex,false
nl,et,Yandex,false
nl,eu,Yandex,false
nl,fa,Yandex,false
nl,fi,Yandex,false
nl,fr,Yandex,false
nl,ga,Yandex,false
nl,gd,Yandex,false
nl,gl,Yandex,false
nl,gu,Yandex,false
nl,he,Yandex,false
nl,hi,Yandex,false
nl,hr,Yandex,false
nl,ht,Yandex,false
nl,hu,Yandex,false
nl,hy,Yandex,false
nl,id,Yandex,false
nl,is,Yandex,false
nl,it,Yandex,false
nl,ja,Yandex,false
nl,jv,Yandex,false
nl,ka,Yandex,false
nl,kk,Yandex,false
nl,km,Yandex,false
nl,kn,Yandex,false
nl,ko,Yandex,false
nl,ky,Yandex,false
nl,la,Yandex,false
nl,lb,Yandex,false
nl,lo,Yandex,false
nl,lt,Yandex,false
nl,lv,Yandex,false
nl,mi,Yandex,false
nl,mg,Yandex,false
nl,mhr,Yandex,false
nl,ml,Yandex,false
nl,mk,Yandex,false
nl,mn,Yandex,false
nl,mrj,Yandex,false
nl,mr,Yandex,false
nl,ms,Yandex,false
nl,mt,Yandex,false
nl,my,Yandex,false
nl,nb,Yandex,false
nl,ne,Yandex,false
nl,pa,Yandex,false
nl,pap,Yandex,false
nl,pl,Yandex,false
nl,pt,Yandex,false
nl,ro,Yandex,false
nl,ru,Yandex,false
nl,sah,Yandex,false
nl,sh,Yandex,false
nl,si,Yandex,false
nl,simple,Yandex,false
nl,sk,Yandex,false
nl,sl,Yandex,false
nl,sq,Yandex,false
nl,sr,Yandex,false
nl,su,Yandex,false
nl,sv,Yandex,false
nl,sw,Yandex,false
nl,ta,Yandex,false
nl,te,Yandex,false
nl,tg,Yandex,false
nl,th,Yandex,false
nl,tl,Yandex,false
nl,tr,Yandex,false
nl,tt,Yandex,false
nl,udm,Yandex,false
nl,uk,Yandex,false
nl,ur,Yandex,false
nl,uz,Yandex,false
nl,vi,Yandex,false
nl,wuu,Yandex,false
nl,xh,Yandex,false
nl,yi,Yandex,false
nl,zh,Yandex,false
pa,af,Yandex,false
pa,am,Yandex,false
pa,ar,Yandex,false
pa,az,Yandex,false
pa,ba,Yandex,false
pa,be,Yandex,false
pa,be-tarask,Yandex,false
pa,bn,Yandex,false
pa,bg,Yandex,false
pa,bs,Yandex,false
pa,ca,Yandex,false
pa,ceb,Yandex,false
pa,cs,Yandex,false
pa,cv,Yandex,false
pa,cy,Yandex,false
pa,da,Yandex,false
pa,de,Yandex,false
pa,el,Yandex,false
pa,en,Yandex,false
pa,eo,Yandex,false
pa,es,Yandex,false
pa,et,Yandex,false
pa,eu,Yandex,false
pa,fa,Yandex,false
pa,fi,Yandex,false
pa,fr,Yandex,false
pa,ga,Yandex,false
pa,gd,Yandex,false
pa,gl,Yandex,false
pa,gu,Yandex,false
pa,he,Yandex,false
pa,hi,Yandex,false
pa,hr,Yandex,false
pa,ht,Yandex,false
pa,hu,Yandex,false
pa,hy,Yandex,false
pa,id,Yandex,false
pa,is,Yandex,false
pa,it,Yandex,false
pa,ja,Yandex,false
pa,jv,Yandex,false
pa,ka,Yandex,false
pa,kk,Yandex,false
pa,km,Yandex,false
pa,kn,Yandex,false
pa,ko,Yandex,false
pa,ky,Yandex,false
pa,la,Yandex,false
pa,lb,Yandex,false
pa,lo,Yandex,false
pa,lt,Yandex,false
pa,lv,Yandex,false
pa,mi,Yandex,false
pa,mg,Yandex,false
pa,mhr,Yandex,false
pa,ml,Yandex,false
pa,mk,Yandex,false
pa,mn,Yandex,false
pa,mrj,Yandex,false
pa,mr,Yandex,false
pa,ms,Yandex,false
pa,mt,Yandex,false
pa,my,Yandex,false
pa,nb,Yandex,false
pa,ne,Yandex,false
pa,nl,Yandex,false
pa,pap,Yandex,false
pa,pl,Yandex,false
pa,pt,Yandex,false
pa,ro,Yandex,false
pa,ru,Yandex,false
pa,sah,Yandex,false
pa,sh,Yandex,false
pa,si,Yandex,false
pa,simple,Yandex,false
pa,sk,Yandex,false
pa,sl,Yandex,false
pa,sq,Yandex,false
pa,sr,Yandex,false
pa,su,Yandex,false
pa,sv,Yandex,false
pa,sw,Yandex,false
pa,ta,Yandex,false
pa,te,Yandex,false
pa,tg,Yandex,false
pa,th,Yandex,false
pa,tl,Yandex,false
pa,tr,Yandex,false
pa,tt,Yandex,false
pa,udm,Yandex,false
pa,uk,Yandex,false
pa,ur,Yandex,false
pa,uz,Yandex,false
pa,vi,Yandex,false
pa,wuu,Yandex,false
pa,xh,Yandex,false
pa,yi,Yandex,false
pa,zh,Yandex,false
pap,af,Yandex,false
pap,am,Yandex,false
pap,ar,Yandex,false
pap,az,Yandex,false
pap,ba,Yandex,false
pap,be,Yandex,false
pap,be-tarask,Yandex,false
pap,bn,Yandex,false
pap,bg,Yandex,false
pap,bs,Yandex,false
pap,ca,Yandex,false
pap,ceb,Yandex,false
pap,cs,Yandex,false
pap,cv,Yandex,false
pap,cy,Yandex,false
pap,da,Yandex,false
pap,de,Yandex,false
pap,el,Yandex,false
pap,en,Yandex,false
pap,eo,Yandex,false
pap,es,Yandex,false
pap,et,Yandex,false
pap,eu,Yandex,false
pap,fa,Yandex,false
pap,fi,Yandex,false
pap,fr,Yandex,false
pap,ga,Yandex,false
pap,gd,Yandex,false
pap,gl,Yandex,false
pap,gu,Yandex,false
pap,he,Yandex,false
pap,hi,Yandex,false
pap,hr,Yandex,false
pap,ht,Yandex,false
pap,hu,Yandex,false
pap,hy,Yandex,false
pap,id,Yandex,false
pap,is,Yandex,false
pap,it,Yandex,false
pap,ja,Yandex,false
pap,jv,Yandex,false
pap,ka,Yandex,false
pap,kk,Yandex,false
pap,km,Yandex,false
pap,kn,Yandex,false
pap,ko,Yandex,false
pap,ky,Yandex,false
pap,la,Yandex,false
pap,lb,Yandex,false
pap,lo,Yandex,false
pap,lt,Yandex,false
pap,lv,Yandex,false
pap,mi,Yandex,false
pap,mg,Yandex,false
pap,mhr,Yandex,false
pap,ml,Yandex,false
pap,mk,Yandex,false
pap,mn,Yandex,false
pap,mrj,Yandex,false
pap,mr,Yandex,false
pap,ms,Yandex,false
pap,mt,Yandex,false
pap,my,Yandex,false
pap,nb,Yandex,false
pap,ne,Yandex,false
pap,nl,Yandex,false
pap,pa,Yandex,false
pap,pl,Yandex,false
pap,pt,Yandex,false
pap,ro,Yandex,false
pap,ru,Yandex,false
pap,sah,Yandex,false
pap,sh,Yandex,false
pap,si,Yandex,false
pap,simple,Yandex,false
pap,sk,Yandex,false
pap,sl,Yandex,false
pap,sq,Yandex,false
pap,sr,Yandex,false
pap,su,Yandex,false
pap,sv,Yandex,false
pap,sw,Yandex,false
pap,ta,Yandex,false
pap,te,Yandex,false
pap,tg,Yandex,false
pap,th,Yandex,false
pap,tl,Yandex,false
pap,tr,Yandex,false
pap,tt,Yandex,false
pap,udm,Yandex,false
pap,uk,Yandex,false
pap,ur,Yandex,false
pap,uz,Yandex,false
pap,vi,Yandex,false
pap,wuu,Yandex,false
pap,xh,Yandex,false
pap,yi,Yandex,false
pap,zh,Yandex,false
pl,af,Yandex,false
pl,am,Yandex,false
pl,ar,Yandex,false
pl,az,Yandex,false
pl,ba,Yandex,false
pl,be,Yandex,false
pl,be-tarask,Yandex,false
pl,bn,Yandex,false
pl,bg,Yandex,false
pl,bs,Yandex,false
pl,ca,Yandex,false
pl,ceb,Yandex,false
pl,cs,Yandex,false
pl,cv,Yandex,false
pl,cy,Yandex,false
pl,da,Yandex,false
pl,de,Yandex,false
pl,el,Yandex,false
pl,en,Yandex,false
pl,eo,Yandex,false
pl,es,Yandex,false
pl,et,Yandex,false
pl,eu,Yandex,false
pl,fa,Yandex,false
pl,fi,Yandex,false
pl,fr,Yandex,false
pl,ga,Yandex,false
pl,gd,Yandex,false
pl,gl,Yandex,false
pl,gu,Yandex,false
pl,he,Yandex,false
pl,hi,Yandex,false
pl,hr,Yandex,false
pl,ht,Yandex,false
pl,hu,Yandex,false
pl,hy,Yandex,false
pl,id,Yandex,false
pl,is,Yandex,false
pl,it,Yandex,false
pl,ja,Yandex,false
pl,jv,Yandex,false
pl,ka,Yandex,false
pl,kk,Yandex,false
pl,km,Yandex,false
pl,kn,Yandex,false
pl,ko,Yandex,false
pl,ky,Yandex,false
pl,la,Yandex,false
pl,lb,Yandex,false
pl,lo,Yandex,false
pl,lt,Yandex,false
pl,lv,Yandex,false
pl,mi,Yandex,false
pl,mg,Yandex,false
pl,mhr,Yandex,false
pl,ml,Yandex,false
pl,mk,Yandex,false
pl,mn,Yandex,false
pl,mrj,Yandex,false
pl,mr,Yandex,false
pl,ms,Yandex,false
pl,mt,Yandex,false
pl,my,Yandex,false
pl,nb,Yandex,false
pl,ne,Yandex,false
pl,nl,Yandex,false
pl,pa,Yandex,false
pl,pap,Yandex,false
pl,pt,Yandex,false
pl,ro,Yandex,false
pl,ru,Yandex,false
pl,sah,Yandex,false
pl,sh,Yandex,false
pl,si,Yandex,false
pl,simple,Yandex,false
pl,sk,Yandex,false
pl,sl,Yandex,false
pl,sq,Yandex,false
pl,sr,Yandex,false
pl,su,Yandex,false
pl,sv,Yandex,false
pl,sw,Yandex,false
pl,ta,Yandex,false
pl,te,Yandex,false
pl,tg,Yandex,false
pl,th,Yandex,false
pl,tl,Yandex,false
pl,tr,Yandex,false
pl,tt,Yandex,false
pl,udm,Yandex,false
pl,uk,Yandex,false
pl,ur,Yandex,false
pl,uz,Yandex,false
pl,vi,Yandex,false
pl,wuu,Yandex,false
pl,xh,Yandex,false
pl,yi,Yandex,false
pl,zh,Yandex,false
pt,af,Yandex,false
pt,am,Yandex,false
pt,ar,Yandex,false
pt,az,Yandex,false
pt,ba,Yandex,false
pt,be,Yandex,false
pt,be-tarask,Yandex,false
pt,bn,Yandex,false
pt,bg,Yandex,false
pt,bs,Yandex,false
pt,ca,Yandex,false
pt,ceb,Yandex,false
pt,cs,Yandex,false
pt,cv,Yandex,false
pt,cy,Yandex,false
pt,da,Yandex,false
pt,de,Yandex,false
pt,el,Yandex,false
pt,en,Yandex,false
pt,eo,Yandex,false
pt,es,Yandex,false
pt,et,Yandex,false
pt,eu,Yandex,false
pt,fa,Yandex,false
pt,fi,Yandex,false
pt,fr,Yandex,false
pt,ga,Yandex,false
pt,gd,Yandex,false
pt,gl,Yandex,false
pt,gu,Yandex,false
pt,he,Yandex,false
pt,hi,Yandex,false
pt,hr,Yandex,false
pt,ht,Yandex,false
pt,hu,Yandex,false
pt,hy,Yandex,false
pt,id,Yandex,false
pt,is,Yandex,false
pt,it,Yandex,false
pt,ja,Yandex,false
pt,jv,Yandex,false
pt,ka,Yandex,false
pt,kk,Yandex,false
pt,km,Yandex,false
